AppTimestamp(s),GEOTECWIFI03,480Invitados,eduroam,wpen-uji,lt1iot,cuatroochenta,UJI,Latitude,Longitude,Label
105.0,0.375,0.02272727272727272,0.4090909090909091,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.35227272727272735,7.8,0.6,14.0
110.0,0.375,0.02272727272727272,0.4090909090909091,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.35227272727272735,7.8,0.6,14.0
115.0,0.375,0.02272727272727272,0.4090909090909091,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.35227272727272735,7.8,0.6,14.0
120.0,0.375,0.02272727272727272,0.4090909090909091,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.35227272727272735,7.8,0.6,14.0
125.0,0.375,0.02272727272727272,0.4090909090909091,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.35227272727272735,7.8,0.6,14.0
130.0,0.375,0.02272727272727272,0.4090909090909091,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.35227272727272735,7.8,0.6,14.0
135.0,0.375,0.02272727272727272,0.4090909090909091,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.35227272727272735,7.8,0.6,14.0
140.0,0.35151515151515156,0.02272727272727272,0.3833333333333334,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.3303030303030304,7.8,0.6,14.0
145.0,0.35151515151515156,0.02272727272727272,0.3833333333333334,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.3303030303030304,7.8,0.6,14.0
150.0,0.3265151515151516,0.03787878787878787,0.35681818181818187,0.02272727272727272,0.02272727272727272,0.03787878787878787,0.3125757575757577,7.8,0.6,14.0
155.0,0.3022727272727274,0.04545454545454545,0.3882575757575758,0.02272727272727272,0.02272727272727272,0.04545454545454545,0.32151515151515153,7.8,0.6,14.0
160.0,0.23181818181818178,0.04545454545454545,0.39734848484848495,0.02272727272727272,0.02272727272727272,0.04545454545454545,0.2987878787878788,7.8,0.6,14.0
165.0,0.1848484848484848,0.04545454545454545,0.403409090909091,0.02272727272727272,0.02272727272727272,0.04545454545454545,0.28363636363636363,7.8,0.6,14.0
170.0,0.13787878787878782,0.04545454545454544,0.40946969696969704,0.02272727272727272,0.02272727272727272,0.04545454545454544,0.2684848484848485,7.8,0.6,14.0
175.0,0.11363636363636367,0.04545454545454544,0.4371212121212122,0.02272727272727272,0.02272727272727272,0.04545454545454544,0.2722727272727272,7.8,0.6,14.0
180.0,0.11363636363636366,0.030303030303030297,0.42954545454545456,0.02272727272727272,0.02272727272727272,0.030303030303030297,0.2619696969696969,7.8,0.6,14.0
185.0,0.13636363636363635,0.02272727272727272,0.3897727272727273,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.24696969696969692,7.8,0.6,14.0
190.0,0.20909090909090908,0.02272727272727272,0.3761363636363637,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.25151515151515147,7.8,0.6,14.0
195.0,0.25757575757575757,0.02272727272727272,0.3670454545454546,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.2545454545454545,7.8,0.6,14.0
200.0,0.3303030303030303,0.02272727272727272,0.38219696969696976,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.27348484848484844,7.8,0.6,14.0
205.0,0.35606060606060613,0.02272727272727272,0.3515151515151516,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.25757575757575757,7.8,0.6,14.0
210.0,0.38333333333333347,0.02272727272727272,0.3810606060606061,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.2674242424242424,7.8,0.6,14.0
215.0,0.38636363636363646,0.02272727272727272,0.38636363636363646,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.26136363636363635,7.8,0.6,14.0
220.0,0.38636363636363646,0.02272727272727272,0.38636363636363646,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.26136363636363635,7.8,0.6,14.0
225.0,0.38636363636363646,0.02272727272727272,0.38636363636363646,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.26136363636363635,7.8,0.6,14.0
230.0,0.38636363636363646,0.02272727272727272,0.38636363636363646,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.26136363636363635,7.8,0.6,14.0
235.0,0.38636363636363646,0.02272727272727272,0.38636363636363646,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.26136363636363635,7.8,0.6,14.0
240.0,0.38636363636363646,0.02272727272727272,0.38636363636363646,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.26136363636363635,7.8,0.6,14.0
245.0,0.38636363636363646,0.02272727272727272,0.38636363636363646,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.26136363636363635,7.8,0.6,14.0
250.0,0.38636363636363646,0.02272727272727272,0.38636363636363646,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.26136363636363635,7.8,0.6,14.0
255.0,0.38636363636363646,0.02272727272727272,0.38636363636363646,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.26136363636363635,7.8,0.6,14.0
260.0,0.38636363636363646,0.02272727272727272,0.38636363636363646,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.26136363636363635,7.8,0.6,14.0
265.0,0.36212121212121223,0.02272727272727272,0.36212121212121223,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.24545454545454543,7.8,0.6,14.0
270.0,0.31363636363636377,0.02272727272727272,0.3554545454545456,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.2518181818181818,7.8,0.6,14.0
275.0,0.3106060606060606,0.02272727272727272,0.3763636363636364,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.27242424242424246,7.8,0.6,14.0
280.0,0.30606060606060603,0.02272727272727272,0.3763636363636364,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.27469696969696966,7.8,0.6,14.0
285.0,0.30303030303030304,0.02272727272727272,0.3763636363636364,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.27621212121212124,7.8,0.6,14.0
290.0,0.2984848484848485,0.02272727272727272,0.3763636363636364,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.27848484848484845,7.8,0.6,14.0
295.0,0.29696969696969705,0.02272727272727272,0.3763636363636364,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.27924242424242424,7.8,0.6,14.0
300.0,0.3681818181818182,0.02272727272727272,0.42166666666666675,0.02272727272727272,0.02272727272727272,0.02272727272727272,0.32363636363636367,7.8,0.6,14.0
