Model,Partition,Label,Mean Euclid,Std Euclid
KNN(k=1),15vs8,1,4.894617749526341,0.6956814582859443
KNN(k=1),15vs8,12,6.308688996572971,1.9344630212008649
KNN(k=1),15vs8,19,7.382804655876097,3.6639349923846694
KNN(k=1),15vs8,3,4.366514294009558,3.138265423905833
KNN(k=5),5vs18,22,10.166092473717743,3.188801404725463
KNN(k=5),5vs18,6,7.589384965125681,2.8627977118575156
KNN(k=5),5vs18,7,7.4699530060277555,2.837309389778115
KNN(k=5),5vs18,15,7.8749020835496,3.371348767307981
KNN(k=5),5vs18,5,6.513667519388203,2.5777435310910475
KNN(k=5),5vs18,13,5.22953260845216,2.6061960316583095
KNN(k=5),5vs18,16,5.933243772844852,2.9847257131063536
KNN(k=5),5vs18,8,6.025152739815264,1.4898628236173528
KNN(k=5),5vs18,17,5.6861628709458305,2.828712785053249
KNN(k=5),5vs18,1,3.611259672659036,0.4645900723981898
KNN(k=5),5vs18,4,5.099349853238532,2.1773731752346253
KNN(k=5),5vs18,9,5.647711158046947,0.9304788886737411
KNN(k=5),5vs18,12,6.5912421016583025,1.767796943278091
KNN(k=5),5vs18,18,6.345524351863537,3.2030313369354517
KNN(k=5),5vs18,19,7.9666749705895175,3.1919748379173223
KNN(k=5),5vs18,20,9.514434092164976,3.68252860278548
KNN(k=5),5vs18,3,5.470324596562971,3.641479633383357
KNN(k=5),5vs18,10,5.874539832768154,2.5099726929071524
KNN(k=5),10vs13,6,7.418648963710923,2.961448412721877
KNN(k=5),10vs13,7,6.492014373112713,2.8081005251434235
KNN(k=5),10vs13,14,5.739547094644682,2.601297299985253
KNN(k=5),10vs13,15,6.712419284954926,2.760275297800351
KNN(k=5),10vs13,16,5.934325753726991,2.3374725343097764
KNN(k=5),10vs13,8,4.352414562390255,3.137724681460248
KNN(k=5),10vs13,17,5.390312307710526,2.1269096607907594
KNN(k=5),10vs13,1,4.530548270451854,0.4802107081924081
KNN(k=5),10vs13,4,3.3440871307152404,1.9043546056284877
KNN(k=5),10vs13,12,5.9179673998132225,2.248679327012742
KNN(k=5),10vs13,18,5.983612891974712,2.488877803975034
KNN(k=5),10vs13,10,6.524886433370498,3.41976720030229
KNN(k=5),10vs13,11,7.221611083310198,2.510054632527404
KNN(k=5),15vs8,6,6.387212897615727,2.458647265898422
KNN(k=5),15vs8,13,4.001451868989469,2.136298499968546
KNN(k=5),15vs8,16,4.223781228490995,2.581012842044335
KNN(k=5),15vs8,8,4.864517611110484,2.1572317168663737
KNN(k=5),15vs8,1,4.72663439567403,0.6148651300864364
KNN(k=5),15vs8,12,5.782441020465182,1.6957187100154032
KNN(k=5),15vs8,19,6.743894769674346,2.9309380979074384
KNN(k=5),15vs8,3,4.329687631144566,2.975013523522919
RF,5vs18,22,9.313667311505665,3.1694323394084827
RF,5vs18,6,6.022094400855782,2.8680513345292877
RF,5vs18,7,6.078552178776191,2.8444625890407806
RF,5vs18,15,6.05018058626092,2.754599102489843
RF,5vs18,5,5.131114676642477,2.6583088722810793
RF,5vs18,13,3.9905683810411086,2.3017128499577764
RF,5vs18,16,4.216350802592569,2.53691850202213
RF,5vs18,8,5.013998083367474,1.8329624275702487
RF,5vs18,17,3.7201979257910702,2.2066050668254356
RF,5vs18,1,4.11510660272604,1.3263276241510558
RF,5vs18,4,4.195159627360103,2.4164231001430543
RF,5vs18,9,4.733124806436947,1.5776698498203197
RF,5vs18,12,5.984392597671469,1.7301803737022685
RF,5vs18,18,6.09636171747694,2.029566596304697
RF,5vs18,19,7.482183943344913,2.1836618528192675
RF,5vs18,20,8.97380867119705,2.798445852753504
RF,5vs18,3,5.280824182400401,3.5327582482127005
RF,5vs18,10,5.502514416002218,2.6475590688637545
RF,10vs13,6,6.262931070038707,2.5055969145538204
RF,10vs13,7,5.510956529728671,2.421447045681233
RF,10vs13,14,5.11784986455061,1.9943839549064981
RF,10vs13,15,6.131658945212059,2.4708453684433067
RF,10vs13,16,5.344935941906097,2.493230528984455
RF,10vs13,8,3.5344647372045377,2.5613083799753515
RF,10vs13,17,4.822063433836649,2.1964584788334034
RF,10vs13,1,4.614409060753636,0.599118258341919
RF,10vs13,4,2.623893133334672,1.3977155787888251
RF,10vs13,12,5.163701476493226,2.0525530552948723
RF,10vs13,18,5.7991612752409605,2.218496261027673
RF,10vs13,10,6.103438674610732,3.314510669912028
RF,10vs13,11,6.842999428655441,2.438133312859945
RF,15vs8,6,4.189917667014019,2.2978134645384314
RF,15vs8,13,2.8324287813357962,1.4624050647372242
RF,15vs8,16,3.093855224159701,1.8558720289191248
RF,15vs8,8,3.7215452041956976,2.290236541063985
RF,15vs8,1,4.490305030612049,0.7239629360523548
RF,15vs8,12,5.04741269935559,1.4086481426629622
RF,15vs8,19,7.354857623234402,2.3114225476121666
RF,15vs8,3,5.717679822430608,3.1330776538176313
