AppTimestamp(s),Name_SSID,MAC_BSSID,RSS,Label,Latitude,Longitude
1.77,eduroam,dc:9f:db:1c:63:ed,-84.0,15.0,9.6,0.6
1.77,UJI,de:9f:db:1b:63:ed,-77.0,15.0,9.6,0.6
1.77,eduroam,04:18:d6:82:26:e8,-64.0,15.0,9.6,0.6
1.77,UJI,de:9f:db:1b:91:6a,-83.0,15.0,9.6,0.6
1.77,UJI,06:18:d6:82:26:e8,-65.0,15.0,9.6,0.6
1.77,UJI,de:9f:db:1c:63:ed,-78.0,15.0,9.6,0.6
1.77,UJI,de:9f:db:1c:91:6a,-89.0,15.0,9.6,0.6
1.77,eduroam,04:18:d6:81:26:e8,-59.0,15.0,9.6,0.6
1.77,eduroam,dc:9f:db:1b:91:6a,-81.0,15.0,9.6,0.6
3.769,eduroam,dc:9f:db:1c:63:ed,-84.0,15.0,9.6,0.6
3.769,UJI,de:9f:db:1b:63:ed,-77.0,15.0,9.6,0.6
3.769,eduroam,04:18:d6:82:26:e8,-64.0,15.0,9.6,0.6
3.769,UJI,de:9f:db:1b:91:6a,-83.0,15.0,9.6,0.6
3.769,UJI,06:18:d6:82:26:e8,-65.0,15.0,9.6,0.6
3.769,UJI,de:9f:db:1c:63:ed,-78.0,15.0,9.6,0.6
3.769,UJI,de:9f:db:1c:91:6a,-89.0,15.0,9.6,0.6
3.769,eduroam,04:18:d6:81:26:e8,-59.0,15.0,9.6,0.6
3.769,eduroam,dc:9f:db:1b:91:6a,-81.0,15.0,9.6,0.6
5.765,eduroam,dc:9f:db:1c:63:ed,-84.0,15.0,9.6,0.6
5.765,UJI,de:9f:db:1b:63:ed,-77.0,15.0,9.6,0.6
5.765,eduroam,04:18:d6:82:26:e8,-64.0,15.0,9.6,0.6
5.765,UJI,de:9f:db:1b:91:6a,-83.0,15.0,9.6,0.6
5.765,UJI,06:18:d6:82:26:e8,-65.0,15.0,9.6,0.6
5.765,UJI,de:9f:db:1c:63:ed,-78.0,15.0,9.6,0.6
5.765,UJI,de:9f:db:1c:91:6a,-89.0,15.0,9.6,0.6
5.765,eduroam,04:18:d6:81:26:e8,-59.0,15.0,9.6,0.6
5.765,eduroam,dc:9f:db:1b:91:6a,-81.0,15.0,9.6,0.6
7.773,eduroam,dc:9f:db:1c:63:ed,-84.0,15.0,9.6,0.6
7.773,UJI,de:9f:db:1b:63:ed,-77.0,15.0,9.6,0.6
7.773,eduroam,04:18:d6:82:26:e8,-64.0,15.0,9.6,0.6
7.773,UJI,de:9f:db:1b:91:6a,-83.0,15.0,9.6,0.6
7.773,UJI,06:18:d6:82:26:e8,-65.0,15.0,9.6,0.6
7.773,UJI,de:9f:db:1c:63:ed,-78.0,15.0,9.6,0.6
7.773,UJI,de:9f:db:1c:91:6a,-89.0,15.0,9.6,0.6
7.773,eduroam,04:18:d6:81:26:e8,-59.0,15.0,9.6,0.6
7.773,eduroam,dc:9f:db:1b:91:6a,-81.0,15.0,9.6,0.6
9.769,eduroam,dc:9f:db:1c:63:ed,-84.0,15.0,9.6,0.6
9.769,UJI,de:9f:db:1b:63:ed,-77.0,15.0,9.6,0.6
9.769,eduroam,04:18:d6:82:26:e8,-64.0,15.0,9.6,0.6
9.769,UJI,de:9f:db:1b:91:6a,-83.0,15.0,9.6,0.6
9.769,UJI,06:18:d6:82:26:e8,-65.0,15.0,9.6,0.6
9.769,UJI,de:9f:db:1c:63:ed,-78.0,15.0,9.6,0.6
9.769,UJI,de:9f:db:1c:91:6a,-89.0,15.0,9.6,0.6
9.769,eduroam,04:18:d6:81:26:e8,-59.0,15.0,9.6,0.6
9.769,eduroam,dc:9f:db:1b:91:6a,-81.0,15.0,9.6,0.6
11.771,eduroam,dc:9f:db:1c:63:ed,-84.0,15.0,9.6,0.6
11.771,UJI,de:9f:db:1b:63:ed,-77.0,15.0,9.6,0.6
11.771,eduroam,04:18:d6:82:26:e8,-64.0,15.0,9.6,0.6
11.771,UJI,de:9f:db:1b:91:6a,-83.0,15.0,9.6,0.6
11.771,UJI,06:18:d6:82:26:e8,-65.0,15.0,9.6,0.6
11.771,UJI,de:9f:db:1c:63:ed,-78.0,15.0,9.6,0.6
11.771,UJI,de:9f:db:1c:91:6a,-89.0,15.0,9.6,0.6
11.771,eduroam,04:18:d6:81:26:e8,-59.0,15.0,9.6,0.6
11.771,eduroam,dc:9f:db:1b:91:6a,-81.0,15.0,9.6,0.6
