AppTimestamp(s),Name_SSID,MAC_BSSID,RSS,Label,Latitude,Longitude
1.49,eduroam,dc:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
1.49,UJI,de:9f:db:1b:63:ed,-71.0,0.0,0.0,0.6
1.49,eduroam,dc:9f:db:1c:91:6a,-80.0,0.0,0.0,0.6
1.49,UJI,02:27:22:0b:c7:25,-88.0,0.0,0.0,0.6
1.49,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,0.0,0.0,0.6
1.49,eduroam,04:18:d6:82:26:e8,-68.0,0.0,0.0,0.6
1.49,UJI,de:9f:db:1b:91:6a,-85.0,0.0,0.0,0.6
1.49,UJI,06:18:d6:82:26:e8,-70.0,0.0,0.0,0.6
1.49,UJI,de:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
1.49,UJI,de:9f:db:1c:91:6a,-81.0,0.0,0.0,0.6
1.49,eduroam,04:18:d6:81:26:e8,-62.0,0.0,0.0,0.6
1.49,eduroam,dc:9f:db:1b:91:6a,-84.0,0.0,0.0,0.6
3.61,eduroam,dc:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
3.61,UJI,de:9f:db:1b:63:ed,-71.0,0.0,0.0,0.6
3.61,eduroam,dc:9f:db:1c:91:6a,-80.0,0.0,0.0,0.6
3.61,UJI,02:27:22:0b:c7:25,-88.0,0.0,0.0,0.6
3.61,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,0.0,0.0,0.6
3.61,eduroam,04:18:d6:82:26:e8,-68.0,0.0,0.0,0.6
3.61,UJI,de:9f:db:1b:91:6a,-85.0,0.0,0.0,0.6
3.61,UJI,06:18:d6:82:26:e8,-70.0,0.0,0.0,0.6
3.61,UJI,de:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
3.61,UJI,de:9f:db:1c:91:6a,-81.0,0.0,0.0,0.6
3.61,eduroam,04:18:d6:81:26:e8,-62.0,0.0,0.0,0.6
3.61,eduroam,dc:9f:db:1b:91:6a,-84.0,0.0,0.0,0.6
5.589,eduroam,dc:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
5.589,UJI,de:9f:db:1b:63:ed,-71.0,0.0,0.0,0.6
