Model,Label,Learning Rate,N Critic,Clip Value,Gradient Penalty,Kullback-Leibler Divergence,Inception Score
WCGAN,lt1iot,0.001,3.0,0.01,,0.5127422203437604,709.2371207907056
WCGAN,cuatroochenta,0.001,3.0,0.01,,0.15133144170905458,615.9361841678583
WCGAN,UJI,0.001,3.0,0.01,,0.0102662194499775,1147.0318227945697
WCGAN,GEOTECWIFI03,0.001,3.0,0.05,,0.042328059048427055,1069.0101991491015
WCGAN,480Invitados,0.001,3.0,0.05,,0.12354273275944977,426.5127422103144
WCGAN,eduroam,0.001,3.0,0.05,,0.003801990487457399,1662.5553285733115
WCGAN,wpen-uji,0.001,3.0,0.05,,0.18373818043018575,489.1240308452732
WCGAN,lt1iot,0.001,3.0,0.05,,0.29799534242488146,600.9792090279773
WCGAN,cuatroochenta,0.001,3.0,0.05,,0.059927886777934744,460.980576972696
WCGAN,UJI,0.001,3.0,0.05,,0.0051428201215281645,918.8179791382388
WCGAN,GEOTECWIFI03,0.001,3.0,0.1,,0.004419047125659775,752.9928810687115
WCGAN,480Invitados,0.001,3.0,0.1,,0.049754641906431696,419.08700515038373
WCGAN,eduroam,0.001,3.0,0.1,,0.0014609383394625277,359.8690321190015
WCGAN,wpen-uji,0.001,3.0,0.1,,0.06338751737600617,484.72666873682533
WCGAN,lt1iot,0.001,3.0,0.1,,0.08296538327493418,747.4685985994633
WCGAN,cuatroochenta,0.001,3.0,0.1,,0.03754993904276282,453.8870197278459
WCGAN,UJI,0.001,3.0,0.1,,0.001719503424301016,376.85117365339283
WCGAN,GEOTECWIFI03,0.001,4.0,0.001,,0.023789617387299948,764.4483606840183
WCGAN,480Invitados,0.001,4.0,0.001,,0.17655012315897173,552.3428141866453
WCGAN,eduroam,0.001,4.0,0.001,,0.008501296171210454,411.67907601869945
WCGAN,wpen-uji,0.001,4.0,0.001,,0.39352762892281984,690.7038926966322
WCGAN,lt1iot,0.001,4.0,0.001,,0.3189928414560049,664.6841378918264
WCGAN,cuatroochenta,0.001,4.0,0.001,,0.12611003572364055,581.2146587159369
WCGAN,UJI,0.001,4.0,0.001,,0.005783494273496842,479.90762103209437
WCGAN,GEOTECWIFI03,0.001,4.0,0.005,,0.01631311616908478,966.625894269016
WCGAN,480Invitados,0.001,4.0,0.005,,4.400505637804034,999.691135464176
WCGAN,eduroam,0.001,4.0,0.005,,0.0021299744350501476,583.5060887207724
WCGAN,wpen-uji,0.001,4.0,0.005,,0.6079364783450805,744.6061371270282
WCGAN,lt1iot,0.001,4.0,0.005,,1.5673743567544933,788.666878772394
WCGAN,cuatroochenta,0.001,4.0,0.005,,0.24957577419448085,646.8051916257998
WCGAN,UJI,0.001,4.0,0.005,,0.0014662056375694087,588.2169573622294
WCGAN,GEOTECWIFI03,0.001,4.0,0.01,,0.02535673378221863,958.7307688810672
WCGAN,480Invitados,0.001,4.0,0.01,,0.20973085723012153,1055.6469220057033
WCGAN,eduroam,0.001,4.0,0.01,,0.009041669297232333,773.9238382382669
WCGAN,wpen-uji,0.001,4.0,0.01,,0.3403753300269432,869.1868760276018
WCGAN,lt1iot,0.001,4.0,0.01,,0.3784317905371348,1115.9235548143706
WCGAN,cuatroochenta,0.001,4.0,0.01,,0.06956117871653114,983.0906623793328
WCGAN,UJI,0.001,4.0,0.01,,0.0033980339376330528,746.2640542977147
WCGAN,GEOTECWIFI03,0.001,4.0,0.05,,0.006755985199892369,644.0043714277983
WCGAN,480Invitados,0.001,4.0,0.05,,0.09938144425437742,544.6657987901857
WCGAN,eduroam,0.001,4.0,0.05,,0.0007718590843007311,320.9134509567954
WCGAN,wpen-uji,0.001,4.0,0.05,,0.27496587126612243,554.521276689602
WCGAN,lt1iot,0.001,4.0,0.05,,0.23576507907969665,827.3890006390262
WCGAN,cuatroochenta,0.001,4.0,0.05,,0.15215702571735235,562.9784527279054
WCGAN,UJI,0.001,4.0,0.05,,0.0015399139842874904,412.4430669598784
WCGAN,GEOTECWIFI03,0.001,4.0,0.1,,0.01811968572093427,987.6002966108497
WCGAN,480Invitados,0.001,4.0,0.1,,0.050704692923511256,410.2536482007247
WCGAN,eduroam,0.001,4.0,0.1,,0.01639949521238263,1161.491058967641
WCGAN,wpen-uji,0.001,4.0,0.1,,1.2424949671538486,475.9317965232302
WCGAN,lt1iot,0.001,4.0,0.1,,0.547635686655455,759.4462730799662
WCGAN,cuatroochenta,0.001,4.0,0.1,,0.3494766212301401,484.335237189054
WCGAN,UJI,0.001,4.0,0.1,,0.00393986729405443,982.4303990171411
WCGAN,GEOTECWIFI03,0.001,5.0,0.001,,0.021690781572945683,843.2815525370471
WCGAN,480Invitados,0.001,5.0,0.001,,0.17170633855862907,522.1544863852739
WCGAN,eduroam,0.001,5.0,0.001,,0.008464261979732421,679.1155543905362
WCGAN,wpen-uji,0.001,5.0,0.001,,0.4043510164702015,666.9741780942036
WCGAN,lt1iot,0.001,5.0,0.001,,0.4786933248743447,674.5174479690668
WCGAN,cuatroochenta,0.001,5.0,0.001,,0.13090821980788775,589.8791306187666
WCGAN,UJI,0.001,5.0,0.001,,0.004993693222320265,840.019325551835
WCGAN,GEOTECWIFI03,0.001,5.0,0.005,,0.016391686938297817,1002.4062260303889
WCGAN,480Invitados,0.001,5.0,0.005,,0.6009805542989,722.5498080172831
WCGAN,eduroam,0.001,5.0,0.005,,0.010861596641993071,830.5375773016876
WCGAN,wpen-uji,0.001,5.0,0.005,,0.5372532610535883,795.7028125786826
WCGAN,lt1iot,0.001,5.0,0.005,,0.6722432186626822,826.147788373917
WCGAN,cuatroochenta,0.001,5.0,0.005,,0.8533936212133626,785.8126350898906
WCGAN,UJI,0.001,5.0,0.005,,0.006593201835072657,791.2702980301856
WCGAN,GEOTECWIFI03,0.001,5.0,0.01,,0.031595190902266646,1366.6156946157319
WCGAN,480Invitados,0.001,5.0,0.01,,0.4622070576478703,1355.3630823553376
WCGAN,eduroam,0.001,5.0,0.01,,0.012213262983068879,1691.9047831048592
WCGAN,wpen-uji,0.001,5.0,0.01,,0.3993235461434478,844.367812089237
WCGAN,lt1iot,0.001,5.0,0.01,,0.46554378627876897,843.9387501504633
WCGAN,cuatroochenta,0.001,5.0,0.01,,0.20312138705995358,1006.6979522820801
WCGAN,UJI,0.001,5.0,0.01,,0.002053414022099057,572.9871933734382
WCGAN,GEOTECWIFI03,0.001,5.0,0.05,,0.008222864996066925,994.6466588964815
WCGAN,480Invitados,0.001,5.0,0.05,,0.06896682028359613,563.5939616193776
WCGAN,eduroam,0.001,5.0,0.05,,0.001955174220566889,416.76742297326496
WCGAN,wpen-uji,0.001,5.0,0.05,,0.5531513462490381,554.466610197509
WCGAN,lt1iot,0.001,5.0,0.05,,0.28572821882939703,544.5079624329555
WCGAN,cuatroochenta,0.001,5.0,0.05,,0.06421319668859399,622.3917676659387
WCGAN,UJI,0.001,5.0,0.05,,0.0011055191452910827,396.664838893058
WCGAN,GEOTECWIFI03,0.001,5.0,0.1,,0.028337491450909455,1154.1446679915377
WCGAN,480Invitados,0.001,5.0,0.1,,0.0784330088114954,445.5753743928171
WCGAN,eduroam,0.001,5.0,0.1,,0.005542489856190512,1152.942343394782
WCGAN,wpen-uji,0.001,5.0,0.1,,0.12952629347204977,584.3004421424226
WCGAN,lt1iot,0.001,5.0,0.1,,0.16355711753887567,564.0211441610204
WCGAN,cuatroochenta,0.001,5.0,0.1,,0.08981332784108015,468.5334502701135
WCGAN,UJI,0.001,5.0,0.1,,0.00279127247941821,686.2983384953023
WCGAN,GEOTECWIFI03,0.005,1.0,0.001,,,1329.8956947451404
WCGAN,480Invitados,0.005,1.0,0.001,,,1011.0521264193738
WCGAN,eduroam,0.005,1.0,0.001,,,875.215711910018
WCGAN,wpen-uji,0.005,1.0,0.001,,,1099.7371167423844
WCGAN,lt1iot,0.005,1.0,0.001,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,1.0,0.001,,,1076.6773547979087
WCGAN,UJI,0.005,1.0,0.001,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,1.0,0.005,,0.041250973835495613,1455.2785575819514
WCGAN,480Invitados,0.005,1.0,0.005,,0.12045304044389657,1140.2756270444092
WCGAN,eduroam,0.005,1.0,0.005,,0.006293748408267779,1028.3292520109549
WCGAN,wpen-uji,0.005,1.0,0.005,,0.5031194539634596,1232.7013788971792
WCGAN,lt1iot,0.005,1.0,0.005,,0.5979448722675773,1241.1954285615702
WCGAN,cuatroochenta,0.005,1.0,0.005,,0.11907871593523495,1213.7394944596354
WCGAN,UJI,0.005,1.0,0.005,,0.005422952987327034,1059.7896746545027
WCGAN,GEOTECWIFI03,0.005,1.0,0.01,,,1329.8956947451404
WCGAN,480Invitados,0.005,1.0,0.01,,,1011.0521264193738
WCGAN,eduroam,0.005,1.0,0.01,,,875.215711910018
WCGAN,wpen-uji,0.005,1.0,0.01,,,1099.7371167423844
WCGAN,lt1iot,0.005,1.0,0.01,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,1.0,0.01,,,1076.6773547979087
WCGAN,UJI,0.005,1.0,0.01,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,1.0,0.05,,,1329.8956947451404
WCGAN,480Invitados,0.005,1.0,0.05,,,1011.0521264193738
WCGAN,eduroam,0.005,1.0,0.05,,,875.215711910018
WCGAN,wpen-uji,0.005,1.0,0.05,,,1099.7371167423844
WCGAN,lt1iot,0.005,1.0,0.05,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,1.0,0.05,,,1076.6773547979087
WCGAN,UJI,0.005,1.0,0.05,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,1.0,0.1,,0.007770684098941629,676.7571636760916
WCGAN,480Invitados,0.005,1.0,0.1,,0.04988939607363551,384.9907198574434
WCGAN,eduroam,0.005,1.0,0.1,,0.0014353247983052639,333.92412294263477
WCGAN,wpen-uji,0.005,1.0,0.1,,0.0975588498244503,618.8749034381302
WCGAN,lt1iot,0.005,1.0,0.1,,0.1317342548941248,560.2739621532346
WCGAN,cuatroochenta,0.005,1.0,0.1,,0.06485078792399968,429.84460765030497
WCGAN,UJI,0.005,1.0,0.1,,0.0011839493480403128,466.5947069699307
WCGAN,GEOTECWIFI03,0.005,2.0,0.001,,,1329.8956947451404
WCGAN,480Invitados,0.005,2.0,0.001,,,1011.0521264193738
WCGAN,eduroam,0.005,2.0,0.001,,,875.215711910018
WCGAN,wpen-uji,0.005,2.0,0.001,,,1099.7371167423844
WCGAN,lt1iot,0.005,2.0,0.001,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,2.0,0.001,,,1076.6773547979087
WCGAN,UJI,0.005,2.0,0.001,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,2.0,0.005,,,1329.8956947451404
WCGAN,480Invitados,0.005,2.0,0.005,,,1011.0521264193738
WCGAN,eduroam,0.005,2.0,0.005,,,875.215711910018
WCGAN,wpen-uji,0.005,2.0,0.005,,,1099.7371167423844
WCGAN,lt1iot,0.005,2.0,0.005,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,2.0,0.005,,,1076.6773547979087
WCGAN,UJI,0.005,2.0,0.005,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,2.0,0.01,,,1329.8956947451404
WCGAN,480Invitados,0.005,2.0,0.01,,,1011.0521264193738
WCGAN,eduroam,0.005,2.0,0.01,,,875.215711910018
WCGAN,wpen-uji,0.005,2.0,0.01,,,1099.7371167423844
WCGAN,lt1iot,0.005,2.0,0.01,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,2.0,0.01,,,1076.6773547979087
WCGAN,UJI,0.005,2.0,0.01,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,2.0,0.05,,,1329.8956947451404
WCGAN,480Invitados,0.005,2.0,0.05,,,1011.0521264193738
WCGAN,eduroam,0.005,2.0,0.05,,,875.215711910018
WCGAN,wpen-uji,0.005,2.0,0.05,,,1099.7371167423844
WCGAN,lt1iot,0.005,2.0,0.05,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,2.0,0.05,,,1076.6773547979087
WCGAN,UJI,0.005,2.0,0.05,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,2.0,0.1,,,1329.8956947451404
WCGAN,480Invitados,0.005,2.0,0.1,,,1011.0521264193738
WCGAN,eduroam,0.005,2.0,0.1,,,875.215711910018
WCGAN,wpen-uji,0.005,2.0,0.1,,,1099.7371167423844
WCGAN,lt1iot,0.005,2.0,0.1,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,2.0,0.1,,,1076.6773547979087
WCGAN,UJI,0.005,2.0,0.1,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,3.0,0.001,,,1329.8956947451404
WCGAN,480Invitados,0.005,3.0,0.001,,,1011.0521264193738
WCGAN,eduroam,0.005,3.0,0.001,,,875.215711910018
WCGAN,wpen-uji,0.005,3.0,0.001,,,1099.7371167423844
WCGAN,lt1iot,0.005,3.0,0.001,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,3.0,0.001,,,1076.6773547979087
WCGAN,UJI,0.005,3.0,0.001,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,3.0,0.005,,,1329.8956947451404
WCGAN,480Invitados,0.005,3.0,0.005,,,1011.0521264193738
WCGAN,eduroam,0.005,3.0,0.005,,,875.215711910018
WCGAN,wpen-uji,0.005,3.0,0.005,,,1099.7371167423844
WCGAN,lt1iot,0.005,3.0,0.005,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,3.0,0.005,,,1076.6773547979087
WCGAN,UJI,0.005,3.0,0.005,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,3.0,0.01,,,1329.8956947451404
WCGAN,480Invitados,0.005,3.0,0.01,,,1011.0521264193738
WCGAN,eduroam,0.005,3.0,0.01,,,875.215711910018
WCGAN,wpen-uji,0.005,3.0,0.01,,,1099.7371167423844
WCGAN,lt1iot,0.005,3.0,0.01,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,3.0,0.01,,,1076.6773547979087
WCGAN,UJI,0.005,3.0,0.01,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,3.0,0.05,,,1329.8956947451404
WCGAN,480Invitados,0.005,3.0,0.05,,,1011.0521264193738
WCGAN,eduroam,0.005,3.0,0.05,,,875.215711910018
WCGAN,wpen-uji,0.005,3.0,0.05,,,1099.7371167423844
WCGAN,lt1iot,0.005,3.0,0.05,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,3.0,0.05,,,1076.6773547979087
WCGAN,UJI,0.005,3.0,0.05,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,3.0,0.1,,,1329.8956947451404
WCGAN,480Invitados,0.005,3.0,0.1,,,1011.0521264193738
WCGAN,eduroam,0.005,3.0,0.1,,,875.215711910018
WCGAN,wpen-uji,0.005,3.0,0.1,,,1099.7371167423844
WCGAN,lt1iot,0.005,3.0,0.1,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,3.0,0.1,,,1076.6773547979087
WCGAN,UJI,0.005,3.0,0.1,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,4.0,0.001,,,1329.8956947451404
WCGAN,480Invitados,0.005,4.0,0.001,,,1011.0521264193738
WCGAN,eduroam,0.005,4.0,0.001,,,875.215711910018
WCGAN,wpen-uji,0.005,4.0,0.001,,,1099.7371167423844
WCGAN,lt1iot,0.005,4.0,0.001,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,4.0,0.001,,,1076.6773547979087
WCGAN,UJI,0.005,4.0,0.001,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,4.0,0.005,,,1329.8956947451404
WCGAN,480Invitados,0.005,4.0,0.005,,,1011.0521264193738
WCGAN,eduroam,0.005,4.0,0.005,,,875.215711910018
WCGAN,wpen-uji,0.005,4.0,0.005,,,1099.7371167423844
WCGAN,lt1iot,0.005,4.0,0.005,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,4.0,0.005,,,1076.6773547979087
WCGAN,UJI,0.005,4.0,0.005,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,4.0,0.01,,,1329.8956947451404
WCGAN,480Invitados,0.005,4.0,0.01,,,1011.0521264193738
WCGAN,eduroam,0.005,4.0,0.01,,,875.215711910018
WCGAN,wpen-uji,0.005,4.0,0.01,,,1099.7371167423844
WCGAN,lt1iot,0.005,4.0,0.01,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,4.0,0.01,,,1076.6773547979087
WCGAN,UJI,0.005,4.0,0.01,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,4.0,0.05,,0.041250973835495613,1455.2785575819514
WCGAN,480Invitados,0.005,4.0,0.05,,0.12045304044389657,1140.2756270444092
WCGAN,eduroam,0.005,4.0,0.05,,0.006293748408267779,1028.3292520109549
WCGAN,wpen-uji,0.005,4.0,0.05,,0.5031194539634596,1232.7013788971792
WCGAN,lt1iot,0.005,4.0,0.05,,0.5979448722675773,1241.1954285615702
WCGAN,cuatroochenta,0.005,4.0,0.05,,0.11907871593523495,1213.7394944596354
WCGAN,UJI,0.005,4.0,0.05,,0.005422952987327034,1059.7896746545027
WCGAN,GEOTECWIFI03,0.005,4.0,0.1,,,1329.8956947451404
WCGAN,480Invitados,0.005,4.0,0.1,,,1011.0521264193738
WCGAN,eduroam,0.005,4.0,0.1,,,875.215711910018
WCGAN,wpen-uji,0.005,4.0,0.1,,,1099.7371167423844
WCGAN,lt1iot,0.005,4.0,0.1,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,4.0,0.1,,,1076.6773547979087
WCGAN,UJI,0.005,4.0,0.1,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,5.0,0.001,,0.041250973835495613,1455.2785575819514
WCGAN,480Invitados,0.005,5.0,0.001,,0.12045304044389657,1140.2756270444092
WCGAN,eduroam,0.005,5.0,0.001,,0.006293748408267779,1028.3292520109549
WCGAN,wpen-uji,0.005,5.0,0.001,,0.5031194539634596,1232.7013788971792
WCGAN,lt1iot,0.005,5.0,0.001,,0.5979448722675773,1241.1954285615702
WCGAN,cuatroochenta,0.005,5.0,0.001,,0.11907871593523495,1213.7394944596354
WCGAN,UJI,0.005,5.0,0.001,,0.005422952987327034,1059.7896746545027
WCGAN,GEOTECWIFI03,0.005,5.0,0.005,,0.041250973835495613,1455.2785575819514
WCGAN,480Invitados,0.005,5.0,0.005,,0.12045304044389657,1140.2756270444092
WCGAN,eduroam,0.005,5.0,0.005,,0.006293748408267779,1028.3292520109549
WCGAN,wpen-uji,0.005,5.0,0.005,,0.5031194539634596,1232.7013788971792
WCGAN,lt1iot,0.005,5.0,0.005,,0.5979448722675773,1241.1954285615702
WCGAN,cuatroochenta,0.005,5.0,0.005,,0.11907871593523495,1213.7394944596354
WCGAN,UJI,0.005,5.0,0.005,,0.005422952987327034,1059.7896746545027
WCGAN,GEOTECWIFI03,0.005,5.0,0.01,,,1329.8956947451404
WCGAN,480Invitados,0.005,5.0,0.01,,,1011.0521264193738
WCGAN,eduroam,0.005,5.0,0.01,,,875.215711910018
WCGAN,wpen-uji,0.005,5.0,0.01,,,1099.7371167423844
WCGAN,lt1iot,0.005,5.0,0.01,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,5.0,0.01,,,1076.6773547979087
WCGAN,UJI,0.005,5.0,0.01,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,5.0,0.05,,,1329.8956947451404
WCGAN,480Invitados,0.005,5.0,0.05,,,1011.0521264193738
WCGAN,eduroam,0.005,5.0,0.05,,,875.215711910018
WCGAN,wpen-uji,0.005,5.0,0.05,,,1099.7371167423844
WCGAN,lt1iot,0.005,5.0,0.05,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,5.0,0.05,,,1076.6773547979087
WCGAN,UJI,0.005,5.0,0.05,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.005,5.0,0.1,,,1329.8956947451404
WCGAN,480Invitados,0.005,5.0,0.1,,,1011.0521264193738
WCGAN,eduroam,0.005,5.0,0.1,,,875.215711910018
WCGAN,wpen-uji,0.005,5.0,0.1,,,1099.7371167423844
WCGAN,lt1iot,0.005,5.0,0.1,,,1113.1887090198234
WCGAN,cuatroochenta,0.005,5.0,0.1,,,1076.6773547979087
WCGAN,UJI,0.005,5.0,0.1,,,923.1960116244859
WCGAN-GP,GEOTECWIFI03,5e-05,1.0,,5.0,0.003673841932557609,583.9400004202669
WCGAN-GP,480Invitados,5e-05,1.0,,5.0,0.054401907205439706,405.7229087281879
WCGAN-GP,eduroam,5e-05,1.0,,5.0,0.001408463555553966,362.6323459444038
WCGAN-GP,wpen-uji,5e-05,1.0,,5.0,0.0634027377951277,461.09896145707154
WCGAN-GP,lt1iot,5e-05,1.0,,5.0,0.05566284523411244,467.80924803258404
WCGAN-GP,cuatroochenta,5e-05,1.0,,5.0,0.09848876693646828,387.09843683081345
WCGAN-GP,UJI,5e-05,1.0,,5.0,0.001424453920902461,406.6829384192368
WCGAN-GP,GEOTECWIFI03,5e-05,1.0,,10.0,0.022870200216997122,571.7796889648171
WCGAN-GP,480Invitados,5e-05,1.0,,10.0,0.034161692872696436,419.9232823847607
WCGAN-GP,eduroam,5e-05,1.0,,10.0,0.001635704651662807,326.3360839752314
WCGAN-GP,wpen-uji,5e-05,1.0,,10.0,0.05720107691594606,436.1294086201998
WCGAN-GP,lt1iot,5e-05,1.0,,10.0,0.11305124481991782,507.5053132237367
WCGAN-GP,cuatroochenta,5e-05,1.0,,10.0,0.045188532438433404,426.66867898442183
WCGAN-GP,UJI,5e-05,1.0,,10.0,0.0013378326144237208,423.4260443541001
WCGAN-GP,GEOTECWIFI03,5e-05,1.0,,15.0,0.08950599081439545,502.05534713273
WCGAN-GP,480Invitados,5e-05,1.0,,15.0,0.13999779678965618,411.31341512245024
WCGAN-GP,eduroam,5e-05,1.0,,15.0,0.0034253569111906447,522.6120217758692
WCGAN-GP,wpen-uji,5e-05,1.0,,15.0,0.215635431363263,498.95024583732726
WCGAN-GP,lt1iot,5e-05,1.0,,15.0,0.2123031046516065,476.97533450548354
WCGAN-GP,cuatroochenta,5e-05,1.0,,15.0,0.149353724779281,446.67960110465265
WCGAN-GP,UJI,5e-05,1.0,,15.0,0.002862169117441518,467.5453548399605
WCGAN-GP,GEOTECWIFI03,5e-05,2.0,,5.0,0.01118656601609954,626.4774726332878
WCGAN-GP,480Invitados,5e-05,2.0,,5.0,0.025420718867567513,339.4335458457242
WCGAN-GP,eduroam,5e-05,2.0,,5.0,0.001032771593487697,568.2261885532124
WCGAN-GP,wpen-uji,5e-05,2.0,,5.0,0.048131971234395055,505.9133073610758
WCGAN-GP,lt1iot,5e-05,2.0,,5.0,0.04490815035099967,497.2717467732658
WCGAN-GP,cuatroochenta,5e-05,2.0,,5.0,0.02419642993039314,382.4307957851041
WCGAN-GP,UJI,5e-05,2.0,,5.0,0.0014056507672023351,695.6479513048998
WCGAN-GP,GEOTECWIFI03,5e-05,2.0,,10.0,0.001429643910467529,542.6490154953249
WCGAN-GP,480Invitados,5e-05,2.0,,10.0,0.010491202614600528,334.9916047733972
WCGAN-GP,eduroam,5e-05,2.0,,10.0,0.00032084232988169943,381.6014588134375
WCGAN-GP,wpen-uji,5e-05,2.0,,10.0,0.012617683088220807,390.38918834701775
WCGAN-GP,lt1iot,5e-05,2.0,,10.0,0.030740934282961797,422.84118316878244
WCGAN-GP,cuatroochenta,5e-05,2.0,,10.0,0.011262067089760077,354.2890269900703
WCGAN-GP,UJI,5e-05,2.0,,10.0,0.000532635936909236,376.3795462585015
WCGAN-GP,GEOTECWIFI03,5e-05,2.0,,15.0,0.0016736177826669318,502.2169754541497
WCGAN-GP,480Invitados,5e-05,2.0,,15.0,0.008702982652408441,384.71570862634354
WCGAN-GP,eduroam,5e-05,2.0,,15.0,0.00039203800287007477,421.35175777334365
WCGAN-GP,wpen-uji,5e-05,2.0,,15.0,0.02044770546342831,447.6180895548245
WCGAN-GP,lt1iot,5e-05,2.0,,15.0,0.03230521995229006,414.8311828174221
WCGAN-GP,cuatroochenta,5e-05,2.0,,15.0,0.008224261051784486,381.260010541553
WCGAN-GP,UJI,5e-05,2.0,,15.0,0.0003693333785882405,383.30230184419645
WCGAN-GP,GEOTECWIFI03,5e-05,3.0,,5.0,0.0022954483424592487,531.4660127185084
WCGAN-GP,480Invitados,5e-05,3.0,,5.0,0.012499249403685849,328.2394527038739
WCGAN-GP,eduroam,5e-05,3.0,,5.0,0.00027465591027642147,393.4862528240832
WCGAN-GP,wpen-uji,5e-05,3.0,,5.0,0.026920398593720814,391.33052184188404
WCGAN-GP,lt1iot,5e-05,3.0,,5.0,0.035799331677300476,422.6678819510688
WCGAN-GP,cuatroochenta,5e-05,3.0,,5.0,0.012636056374145263,357.78358515585154
WCGAN-GP,UJI,5e-05,3.0,,5.0,0.000508328134631743,391.0285469658633
WCGAN-GP,GEOTECWIFI03,5e-05,3.0,,10.0,0.0020416549358008174,543.0031715478569
WCGAN-GP,480Invitados,5e-05,3.0,,10.0,0.017101488869602662,329.76710540823626
WCGAN-GP,eduroam,5e-05,3.0,,10.0,0.0001979670811151483,324.6304354009763
WCGAN-GP,wpen-uji,5e-05,3.0,,10.0,0.02519640829743352,445.1628084753772
WCGAN-GP,lt1iot,5e-05,3.0,,10.0,0.01932412856372797,474.62439836876274
WCGAN-GP,cuatroochenta,5e-05,3.0,,10.0,0.007179258761962493,341.1144712265393
WCGAN-GP,UJI,5e-05,3.0,,10.0,0.00036023651291626317,347.9428261391964
WCGAN-GP,GEOTECWIFI03,5e-05,3.0,,15.0,0.0014204980453720924,515.2158813309436
WCGAN-GP,480Invitados,5e-05,3.0,,15.0,0.008797134419903617,318.20346202133163
WCGAN-GP,eduroam,5e-05,3.0,,15.0,0.00022666606931742717,360.6192169196303
WCGAN-GP,wpen-uji,5e-05,3.0,,15.0,0.014132353679062884,372.10348987355354
WCGAN-GP,lt1iot,5e-05,3.0,,15.0,0.055606223660357675,404.7899433653418
WCGAN-GP,cuatroochenta,5e-05,3.0,,15.0,0.011607861240821353,331.50829489633395
WCGAN-GP,UJI,5e-05,3.0,,15.0,0.00038521202886394055,361.27144134007943
WCGAN-GP,GEOTECWIFI03,5e-05,4.0,,5.0,0.0010794760227300125,485.2532221736002
WCGAN-GP,480Invitados,5e-05,4.0,,5.0,0.010714152560319781,319.47471210917666
WCGAN-GP,eduroam,5e-05,4.0,,5.0,8.224017236961492e-05,286.0548065536294
WCGAN-GP,wpen-uji,5e-05,4.0,,5.0,0.02086659784884811,396.63091843196383
WCGAN-GP,lt1iot,5e-05,4.0,,5.0,0.024122908879058654,493.5983546226556
WCGAN-GP,cuatroochenta,5e-05,4.0,,5.0,0.011237516985269863,343.443244153929
WCGAN-GP,UJI,5e-05,4.0,,5.0,0.00022529499179119704,309.1277812710931
WCGAN-GP,GEOTECWIFI03,5e-05,4.0,,10.0,0.0017742663187115173,457.6501274292607
WCGAN-GP,480Invitados,5e-05,4.0,,10.0,0.004412429889369989,325.81183075702097
WCGAN-GP,eduroam,5e-05,4.0,,10.0,9.461201877954942e-05,275.0470559035986
WCGAN-GP,wpen-uji,5e-05,4.0,,10.0,0.010713667605948895,403.5876203132583
WCGAN-GP,lt1iot,5e-05,4.0,,10.0,0.014066428742405972,390.15523858513035
WCGAN-GP,cuatroochenta,5e-05,4.0,,10.0,0.004311015284556291,350.83082699084775
WCGAN-GP,UJI,5e-05,4.0,,10.0,0.00016436615359577932,287.5458512805643
WCGAN-GP,GEOTECWIFI03,5e-05,4.0,,15.0,0.002414725981982238,506.8772752889649
WCGAN-GP,480Invitados,5e-05,4.0,,15.0,0.008107962439574769,346.133174197852
WCGAN-GP,eduroam,5e-05,4.0,,15.0,0.00016730949207371926,274.8703759287407
