Model,n_repeat,id_coord,Mean_Euclidean_Dist,RMSE,MSE,MAE
WcGAN-GP (DA)-RF,5,11,4.204229598577014,2.9728392588190045,8.837773258775528,2.866885714285713
WcGAN-GP (DA)-RF,5,12,4.997297757119789,3.5656253086777627,12.713683841883391,2.8221211776513857
WcGAN-GP (DA)-RF,5,13,0.5024755939442881,0.3553038998587441,0.12624086125483247,0.3534742346939006
WcGAN-GP (DA)-RF,5,14,6.354967098164473,4.574974301668088,20.93038986092341,4.401073067915693
WcGAN-GP (DA)-RF,5,15,7.207661403874038,5.307980024132028,28.174651936584638,4.843244688859159
WcGAN-GP (DA)-RF,5,16,7.084080964374409,5.049856429766589,25.501049961254953,4.770951200234189
cGAN (DA)-KNN,6,0,5.180456709887039,4.4552284327618565,19.849060388089672,3.4040515222482446
cGAN (DA)-KNN,6,1,3.6001835984148225,3.761194238674352,14.146582101037138,2.2028571428571424
cGAN (DA)-KNN,6,2,6.7005549572176415,4.73800784796173,22.448718367346938,4.491428571428571
cGAN (DA)-KNN,6,3,6.619929768375511,4.71714090140489,22.251418283706936,4.339355971896956
cGAN (DA)-KNN,6,4,4.945998745600078,3.5934772792064007,12.913078956172635,2.680046838407495
cGAN (DA)-KNN,6,5,5.563933419986334,3.9342950513427972,15.478677551020423,3.934285714285717
cGAN (DA)-KNN,6,6,2.524935014584396,2.0299318590267355,4.120623352291738,1.6618735362997652
cGAN (DA)-KNN,6,7,3.1879890023136843,2.2567335175619174,5.092846169287385,2.1991334894613583
cGAN (DA)-KNN,6,8,5.2632679666686295,3.9619290672293856,15.69688193375711,3.00112412177986
cGAN (DA)-KNN,6,9,3.9690527323073854,2.8065441019015482,7.8766897959183675,2.3185714285714276
cGAN (DA)-KNN,6,10,2.850578574539292,2.138029714610012,4.571171060555369,1.8998360655737696
cGAN (DA)-KNN,6,11,0.8357142857142845,0.5909392385630426,0.34920918367346865,0.5464285714285709
cGAN (DA)-KNN,6,12,3.332439392649425,2.52568818071751,6.379100786216125,2.1446487119437943
cGAN (DA)-KNN,6,13,1.833489480054193,1.2964728445805167,1.680841836734697,1.2964285714285726
cGAN (DA)-KNN,6,14,6.9900439432901305,4.987470257396783,24.87485956841753,4.7467798594847785
cGAN (DA)-KNN,6,15,6.312108892792303,4.5401937477726095,20.613359267313495,3.762822014051524
cGAN (DA)-KNN,6,16,6.97861332243015,4.983432083703686,24.834595332887265,4.167857142857143
cGAN (DA)-RF,6,0,5.089798586323433,3.7155935179761532,13.805635190826408,3.0402829039812667
cGAN (DA)-RF,6,1,6.189001579432872,4.609279092190793,21.24545374970718,4.053386768149878
cGAN (DA)-RF,6,2,7.4382109275735075,5.259609386783107,27.663490901536974,5.227644642857141
cGAN (DA)-RF,6,3,3.9680512848187814,3.1113782244888353,9.680674455823297,2.5649340456674494
cGAN (DA)-RF,6,4,4.097663090359652,3.152630845255835,9.939081246458521,2.3663160421545486
cGAN (DA)-RF,6,5,1.8986173930263117,1.3425252334876292,1.8023740025510135,1.310249999999997
cGAN (DA)-RF,6,6,2.194846692282433,1.743263188287054,3.038966543636745,1.4245955036374442
cGAN (DA)-RF,6,7,5.132680743753331,3.6317780537381172,13.189811831613827,2.9490670960187355
cGAN (DA)-RF,6,8,6.871364805105639,4.871942965818863,23.735828262191895,4.3734392564402835
cGAN (DA)-RF,6,9,3.5990282265580085,2.544897264680962,6.476502087780642,2.5215750000000052
cGAN (DA)-RF,6,10,2.3679206112555993,1.8367604021563857,3.373688774929688,1.5557111241217672
cGAN (DA)-RF,6,11,3.987516882927613,2.819600228013959,7.950145445816371,2.4934500000000064
cGAN (DA)-RF,6,12,5.277228445793184,3.763139714704777,14.16122051238835,3.0992120023419174
cGAN (DA)-RF,6,13,0.28003420235717935,0.1980140834509274,0.03920957724491083,0.19725000000003234
cGAN (DA)-RF,6,14,6.2090193492578685,4.4487829541901,19.791669773492394,4.311814110070259
cGAN (DA)-RF,6,15,7.817133278018825,5.5921131041725,31.271728969857797,5.107428688524591
cGAN (DA)-RF,6,16,7.2281442028711576,5.145998520558614,26.48130077359144,4.900588173302102
WcGAN (DA)-KNN,6,0,4.95596639090347,3.9447569817033385,15.561107644697234,3.2646252927400474
WcGAN (DA)-KNN,6,1,3.544780051934899,3.712712822250307,13.78423650050184,2.205175644028103
WcGAN (DA)-KNN,6,2,6.722165740659627,4.7532889794803115,22.59375612244898,4.750714285714286
WcGAN (DA)-KNN,6,3,6.61085169122478,4.713029276895191,22.212644964871203,4.352107728337237
WcGAN (DA)-KNN,6,4,4.945998745600078,3.5934772792064007,12.913078956172635,2.680046838407495
WcGAN (DA)-KNN,6,5,5.563933419986334,3.9342950513427972,15.478677551020423,3.934285714285717
WcGAN (DA)-KNN,6,6,2.7340750979304156,2.1270940954110813,4.524529290732687,1.8083255269320844
WcGAN (DA)-KNN,6,7,3.1879890023136843,2.2567335175619174,5.092846169287385,2.1991334894613583
WcGAN (DA)-KNN,6,8,5.236890892970468,3.9383230153584545,15.510388173302111,2.976147540983607
WcGAN (DA)-KNN,6,9,3.9690527323073854,2.8065441019015482,7.8766897959183675,2.3185714285714276
WcGAN (DA)-KNN,6,10,2.850578574539292,2.138029714610012,4.571171060555369,1.8998360655737696
WcGAN (DA)-KNN,6,11,0.8357142857142845,0.5909392385630426,0.34920918367346865,0.5464285714285709
WcGAN (DA)-KNN,6,12,3.3190535672626713,2.523038482665635,6.36572318501171,2.134918032786886
WcGAN (DA)-KNN,6,13,1.833489480054193,1.2964728445805167,1.680841836734697,1.2964285714285726
WcGAN (DA)-KNN,6,14,6.974132826682552,5.0027634384150845,25.027642020742718,4.736416861826698
WcGAN (DA)-KNN,6,15,6.390008965725884,4.5820658241081995,20.995327216460357,3.8476229508196718
WcGAN (DA)-KNN,6,16,7.017096642887118,5.018187966958759,25.182210471729682,4.186229508196721
WcGAN (DA)-RF,6,0,4.973578733537481,3.6918500398889265,13.629756717027869,3.1289218384074946
WcGAN (DA)-RF,6,1,6.465373270207806,4.766821724480669,22.72258935298086,4.189578688524585
WcGAN (DA)-RF,6,2,7.460629638157557,5.275461809062546,27.83049729887747,5.12483571428571
WcGAN (DA)-RF,6,3,3.8061403970432015,3.0417995593031195,9.252544558976652,2.4868284396955613
WcGAN (DA)-RF,6,4,3.9040021592453664,3.068031457197793,9.412817022355213,2.297375409836054
WcGAN (DA)-RF,6,5,1.293768021347415,0.9148321411770592,0.8369178465306029,0.8968285714285644
WcGAN (DA)-RF,6,6,1.8349125000716633,1.593806958529156,2.5402206210559592,1.1961577868852489
WcGAN (DA)-RF,6,7,5.2011185389629535,3.6791613311383413,13.536228100543651,2.744252810304446
WcGAN (DA)-RF,6,8,6.688366290804068,4.742756604963667,22.493740213926483,4.174751660254269
WcGAN (DA)-RF,6,9,3.729233549338289,2.6369663313654814,6.953591432755125,2.6369357142857184
WcGAN (DA)-RF,6,10,2.584955133827755,1.9606141492202458,3.844007842122628,1.7222473946135701
WcGAN (DA)-RF,6,11,5.415737355360284,3.829504609100554,14.665105551122386,3.722849999999992
WcGAN (DA)-RF,6,12,5.664186303527933,4.027673205414867,16.222151449616874,3.3860996487119364
WcGAN (DA)-RF,6,13,0.7387866694709143,0.5224010638331081,0.2729028714939631,0.4954741071428792
WcGAN (DA)-RF,6,14,6.419778065789102,4.67410404392374,21.84724861342426,4.418382786885251
WcGAN (DA)-RF,6,15,8.631053047278888,6.125674401868554,37.52388687770766,5.579412822014055
WcGAN (DA)-RF,6,16,6.911582844776681,4.92825172715601,24.28766508621619,4.672096457845428
WcGAN-GP (DA)-KNN,6,0,5.5924032310806915,4.477207836741824,20.045390013382402,3.6662177985948485
WcGAN-GP (DA)-KNN,6,1,3.564475884275179,3.704721935621395,13.724964620274339,2.2240398126463696
WcGAN-GP (DA)-KNN,6,2,6.846367873641064,4.841113149949322,23.43637653061225,4.840714285714285
WcGAN-GP (DA)-KNN,6,3,5.661222586523824,4.072939273529805,16.588834325861498,3.5409133489461353
WcGAN-GP (DA)-KNN,6,4,5.014455911970989,3.6368816054385458,13.226907811977254,2.7373419203747082
WcGAN-GP (DA)-KNN,6,5,6.047300797775447,4.276087401981838,18.284923469387778,4.275000000000002
WcGAN-GP (DA)-KNN,6,6,2.55902491630854,2.0434458381066394,4.1756708932753455,1.696580796252927
WcGAN-GP (DA)-KNN,6,7,3.9613699666434044,2.802657213074405,7.854887453997992,2.695081967213116
WcGAN-GP (DA)-KNN,6,8,5.765340562854256,4.219457759857279,17.803823787219805,3.187939110070258
WcGAN-GP (DA)-KNN,6,9,3.9690527323073854,2.8065441019015482,7.8766897959183675,2.3185714285714276
WcGAN-GP (DA)-KNN,6,10,2.4533705758608395,1.869819132024211,3.496223586483774,1.6699531615925054
WcGAN-GP (DA)-KNN,6,11,0.8357142857142845,0.5909392385630426,0.34920918367346865,0.5464285714285709
WcGAN-GP (DA)-KNN,6,12,2.9881019528144197,2.1742231685711157,4.727246386751423,1.8626346604215456
WcGAN-GP (DA)-KNN,6,13,2.9745327192618327,2.1033122566513023,4.423922448979593,2.0700000000000016
WcGAN-GP (DA)-KNN,6,14,6.886346497565511,4.9418585530663,24.421965958514544,4.6621194379391095
WcGAN-GP (DA)-KNN,6,15,8.974093789278418,6.370224241887966,40.579756891937116,5.506264637002343
WcGAN-GP (DA)-KNN,6,16,5.811800498475233,4.172945681500793,17.41347566075612,3.3095199063231857
WcGAN-GP (DA)-RF,6,0,4.875837967168429,3.605741143188543,13.00136919168262,3.030783251087322
WcGAN-GP (DA)-RF,6,1,6.1915931673848394,4.549243481312547,20.6956162522647,4.106890314486447
WcGAN-GP (DA)-RF,6,2,7.041854617490869,4.979343152157596,24.79385822693874,4.9393714285714285
WcGAN-GP (DA)-RF,6,3,3.9902378020625333,3.054631212945173,9.3307718470989,2.5971161968885976
WcGAN-GP (DA)-RF,6,4,3.7234220070281165,2.8672041528248364,8.220859653975987,2.1946268986283006
WcGAN-GP (DA)-RF,6,5,1.195185102562664,0.8451234907951991,0.714233714693863,0.8324142857142759
WcGAN-GP (DA)-RF,6,6,2.208685448125277,1.735183577574997,3.010862047885966,1.4496267522582804
WcGAN-GP (DA)-RF,6,7,5.38630328181129,3.808692222046831,14.506136442280027,3.0926322014051495
WcGAN-GP (DA)-RF,6,8,7.021470152649829,4.9788356114018555,24.788804045363293,4.452947578621609
WcGAN-GP (DA)-RF,6,9,3.5238294117297984,2.4917236727787424,6.208686861485985,2.4576803571428596
WcGAN-GP (DA)-RF,6,10,2.105476152878731,1.581450207705352,2.5009847594513013,1.3810048887587716
WcGAN-GP (DA)-RF,6,11,4.796730695861755,3.3918008025695134,11.504312684311197,3.281303571428567
WcGAN-GP (DA)-RF,6,12,5.246621675585022,3.762186744985549,14.154049104144962,3.021797858815651
WcGAN-GP (DA)-RF,6,13,1.1668344919037503,0.8250765817475012,0.680751365748141,0.8192484693877651
WcGAN-GP (DA)-RF,6,14,6.624526675200214,4.766409056188081,22.71865529091175,4.554335480093687
WcGAN-GP (DA)-RF,6,15,7.644758513586106,5.469136146418716,29.911450188063768,4.9795429742388775
WcGAN-GP (DA)-RF,6,16,7.421463603652599,5.299947611270472,28.089444682211578,5.065783046169281
