AppTimestamp(s),Name_SSID,MAC_BSSID,RSS,Label,Latitude,Longitude
0.829,eduroam,dc:9f:db:1c:63:ed,-73.0,13.0,7.8,3.0
0.829,eduroam,dc:9f:db:1c:91:6a,-76.0,13.0,7.8,3.0
0.829,UJI,de:9f:db:1b:63:ed,-83.0,13.0,7.8,3.0
0.829,GEOTECWIFI03,f8:1a:67:37:05:b8,-70.0,13.0,7.8,3.0
0.829,eduroam,04:18:d6:82:26:e8,-59.0,13.0,7.8,3.0
0.829,UJI,de:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
0.829,UJI,06:18:d6:82:26:e8,-58.0,13.0,7.8,3.0
0.829,UJI,de:9f:db:1c:63:ed,-72.0,13.0,7.8,3.0
0.829,eduroam,24:a4:3c:a3:21:73,-87.0,13.0,7.8,3.0
0.829,UJI,de:9f:db:1c:91:6a,-75.0,13.0,7.8,3.0
0.829,eduroam,04:18:d6:81:26:e8,-54.0,13.0,7.8,3.0
0.829,eduroam,dc:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
2.841,eduroam,dc:9f:db:1c:63:ed,-73.0,13.0,7.8,3.0
2.841,eduroam,dc:9f:db:1c:91:6a,-76.0,13.0,7.8,3.0
2.841,UJI,de:9f:db:1b:63:ed,-83.0,13.0,7.8,3.0
2.841,GEOTECWIFI03,f8:1a:67:37:05:b8,-70.0,13.0,7.8,3.0
2.841,eduroam,04:18:d6:82:26:e8,-59.0,13.0,7.8,3.0
2.841,UJI,de:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
2.841,UJI,06:18:d6:82:26:e8,-58.0,13.0,7.8,3.0
2.841,UJI,de:9f:db:1c:63:ed,-72.0,13.0,7.8,3.0
2.841,eduroam,24:a4:3c:a3:21:73,-87.0,13.0,7.8,3.0
2.841,UJI,de:9f:db:1c:91:6a,-75.0,13.0,7.8,3.0
2.841,eduroam,04:18:d6:81:26:e8,-54.0,13.0,7.8,3.0
2.841,eduroam,dc:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
4.837,eduroam,dc:9f:db:1c:63:ed,-73.0,13.0,7.8,3.0
4.837,eduroam,dc:9f:db:1c:91:6a,-76.0,13.0,7.8,3.0
4.837,UJI,de:9f:db:1b:63:ed,-83.0,13.0,7.8,3.0
4.837,GEOTECWIFI03,f8:1a:67:37:05:b8,-70.0,13.0,7.8,3.0
4.837,eduroam,04:18:d6:82:26:e8,-59.0,13.0,7.8,3.0
4.837,UJI,de:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
4.837,UJI,06:18:d6:82:26:e8,-58.0,13.0,7.8,3.0
4.837,UJI,de:9f:db:1c:63:ed,-72.0,13.0,7.8,3.0
4.837,eduroam,24:a4:3c:a3:21:73,-87.0,13.0,7.8,3.0
4.837,UJI,de:9f:db:1c:91:6a,-75.0,13.0,7.8,3.0
4.837,eduroam,04:18:d6:81:26:e8,-54.0,13.0,7.8,3.0
4.837,eduroam,dc:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
8.834,eduroam,dc:9f:db:1c:63:ed,-73.0,13.0,7.8,3.0
8.834,eduroam,dc:9f:db:1c:91:6a,-76.0,13.0,7.8,3.0
8.834,UJI,de:9f:db:1b:63:ed,-83.0,13.0,7.8,3.0
8.834,GEOTECWIFI03,f8:1a:67:37:05:b8,-70.0,13.0,7.8,3.0
8.834,eduroam,04:18:d6:82:26:e8,-59.0,13.0,7.8,3.0
8.834,UJI,de:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
8.834,UJI,06:18:d6:82:26:e8,-58.0,13.0,7.8,3.0
8.834,UJI,de:9f:db:1c:63:ed,-72.0,13.0,7.8,3.0
8.834,eduroam,24:a4:3c:a3:21:73,-87.0,13.0,7.8,3.0
8.834,UJI,de:9f:db:1c:91:6a,-75.0,13.0,7.8,3.0
8.834,eduroam,04:18:d6:81:26:e8,-54.0,13.0,7.8,3.0
8.834,eduroam,dc:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
10.83,eduroam,dc:9f:db:1c:63:ed,-73.0,13.0,7.8,3.0
10.83,eduroam,dc:9f:db:1c:91:6a,-76.0,13.0,7.8,3.0
10.83,UJI,de:9f:db:1b:63:ed,-83.0,13.0,7.8,3.0
10.83,GEOTECWIFI03,f8:1a:67:37:05:b8,-70.0,13.0,7.8,3.0
10.83,eduroam,04:18:d6:82:26:e8,-59.0,13.0,7.8,3.0
10.83,UJI,de:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
10.83,UJI,06:18:d6:82:26:e8,-58.0,13.0,7.8,3.0
10.83,UJI,de:9f:db:1c:63:ed,-72.0,13.0,7.8,3.0
10.83,eduroam,24:a4:3c:a3:21:73,-87.0,13.0,7.8,3.0
10.83,UJI,de:9f:db:1c:91:6a,-75.0,13.0,7.8,3.0
10.83,eduroam,04:18:d6:81:26:e8,-54.0,13.0,7.8,3.0
10.83,eduroam,dc:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
11.834,480Invitados,34:3a:20:a6:f5:22,-85.0,13.0,7.8,3.0
11.834,eduroam,dc:9f:db:1c:63:ed,-74.0,13.0,7.8,3.0
11.834,cuatroochenta,34:3a:20:a6:f5:23,-86.0,13.0,7.8,3.0
11.834,UJI,de:9f:db:1b:63:ed,-82.0,13.0,7.8,3.0
11.834,GEOTECWIFI03,f8:1a:67:37:05:b8,-68.0,13.0,7.8,3.0
11.834,eduroam,04:18:d6:82:26:e8,-53.0,13.0,7.8,3.0
11.834,UJI,06:18:d6:82:26:e8,-53.0,13.0,7.8,3.0
11.834,UJI,de:9f:db:1c:63:ed,-71.0,13.0,7.8,3.0
11.834,eduroam,04:18:d6:81:26:e8,-51.0,13.0,7.8,3.0
12.836,480Invitados,34:3a:20:a6:f5:22,-85.0,13.0,7.8,3.0
12.836,eduroam,dc:9f:db:1c:63:ed,-74.0,13.0,7.8,3.0
12.836,cuatroochenta,34:3a:20:a6:f5:23,-86.0,13.0,7.8,3.0
12.836,UJI,de:9f:db:1b:63:ed,-82.0,13.0,7.8,3.0
12.836,GEOTECWIFI03,f8:1a:67:37:05:b8,-68.0,13.0,7.8,3.0
12.836,eduroam,04:18:d6:82:26:e8,-53.0,13.0,7.8,3.0
12.836,UJI,06:18:d6:82:26:e8,-53.0,13.0,7.8,3.0
12.836,UJI,de:9f:db:1c:63:ed,-71.0,13.0,7.8,3.0
12.836,eduroam,04:18:d6:81:26:e8,-51.0,13.0,7.8,3.0
14.845,480Invitados,34:3a:20:a6:f5:22,-85.0,13.0,7.8,3.0
14.845,eduroam,dc:9f:db:1c:63:ed,-74.0,13.0,7.8,3.0
14.845,cuatroochenta,34:3a:20:a6:f5:23,-86.0,13.0,7.8,3.0
14.845,UJI,de:9f:db:1b:63:ed,-82.0,13.0,7.8,3.0
14.845,GEOTECWIFI03,f8:1a:67:37:05:b8,-68.0,13.0,7.8,3.0
14.845,eduroam,04:18:d6:82:26:e8,-53.0,13.0,7.8,3.0
14.845,UJI,06:18:d6:82:26:e8,-53.0,13.0,7.8,3.0
14.845,UJI,de:9f:db:1c:63:ed,-71.0,13.0,7.8,3.0
14.845,eduroam,04:18:d6:81:26:e8,-51.0,13.0,7.8,3.0
18.833,480Invitados,34:3a:20:a6:f5:22,-85.0,13.0,7.8,3.0
18.833,eduroam,dc:9f:db:1c:63:ed,-74.0,13.0,7.8,3.0
18.833,cuatroochenta,34:3a:20:a6:f5:23,-86.0,13.0,7.8,3.0
18.833,UJI,de:9f:db:1b:63:ed,-82.0,13.0,7.8,3.0
18.833,GEOTECWIFI03,f8:1a:67:37:05:b8,-68.0,13.0,7.8,3.0
18.833,eduroam,04:18:d6:82:26:e8,-53.0,13.0,7.8,3.0
18.833,UJI,06:18:d6:82:26:e8,-53.0,13.0,7.8,3.0
18.833,UJI,de:9f:db:1c:63:ed,-71.0,13.0,7.8,3.0
18.833,eduroam,04:18:d6:81:26:e8,-51.0,13.0,7.8,3.0
20.83,480Invitados,34:3a:20:a6:f5:22,-85.0,13.0,7.8,3.0
20.83,eduroam,dc:9f:db:1c:63:ed,-74.0,13.0,7.8,3.0
20.83,cuatroochenta,34:3a:20:a6:f5:23,-86.0,13.0,7.8,3.0
20.83,UJI,de:9f:db:1b:63:ed,-82.0,13.0,7.8,3.0
20.83,GEOTECWIFI03,f8:1a:67:37:05:b8,-68.0,13.0,7.8,3.0
20.83,eduroam,04:18:d6:82:26:e8,-53.0,13.0,7.8,3.0
20.83,UJI,06:18:d6:82:26:e8,-53.0,13.0,7.8,3.0
20.83,UJI,de:9f:db:1c:63:ed,-71.0,13.0,7.8,3.0
20.83,eduroam,04:18:d6:81:26:e8,-51.0,13.0,7.8,3.0
21.843,UJI,de:9f:db:1b:63:ed,-81.0,13.0,7.8,3.0
21.843,GEOTECWIFI03,f8:1a:67:37:05:b8,-69.0,13.0,7.8,3.0
21.843,UJI,de:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
21.843,wpen-uji,4c:5e:0c:d6:e1:a4,-86.0,13.0,7.8,3.0
21.843,eduroam,04:18:d6:81:26:e8,-53.0,13.0,7.8,3.0
21.843,eduroam,dc:9f:db:1b:91:6a,-76.0,13.0,7.8,3.0
22.838,UJI,de:9f:db:1b:63:ed,-81.0,13.0,7.8,3.0
22.838,GEOTECWIFI03,f8:1a:67:37:05:b8,-69.0,13.0,7.8,3.0
22.838,UJI,de:9f:db:1b:91:6a,-77.0,13.0,7.8,3.0
22.838,wpen-uji,4c:5e:0c:d6:e1:a4,-86.0,13.0,7.8,3.0
22.838,eduroam,04:18:d6:81:26:e8,-53.0,13.0,7.8,3.0
22.838,eduroam,dc:9f:db:1b:91:6a,-76.0,13.0,7.8,3.0
24.838,UJI,de:9f:db:1b:63:ed,-81.0,13.0,7.8,3.0
24.838,GEOTECWIFI03,f8:1a:67:37:05:b8,-69.0,13.0,7.8,3.0
