AppTimestamp(s),Name_SSID,MAC_BSSID,RSS,Label,Latitude,Longitude
1.223,eduroam,dc:9f:db:1c:63:ed,-63.0,8.0,4.8,3.6
1.223,UJI,de:9f:db:1b:63:ed,-79.0,8.0,4.8,3.6
1.223,GEOTECWIFI03,f8:1a:67:37:05:b8,-58.0,8.0,4.8,3.6
1.223,eduroam,04:18:d6:82:26:e8,-55.0,8.0,4.8,3.6
1.223,UJI,06:18:d6:82:26:e8,-55.0,8.0,4.8,3.6
1.223,UJI,de:9f:db:1c:63:ed,-63.0,8.0,4.8,3.6
1.223,eduroam,04:18:d6:81:26:e8,-60.0,8.0,4.8,3.6
1.223,eduroam,dc:9f:db:1b:91:6a,-86.0,8.0,4.8,3.6
3.222,eduroam,dc:9f:db:1c:63:ed,-63.0,8.0,4.8,3.6
3.222,UJI,de:9f:db:1b:63:ed,-79.0,8.0,4.8,3.6
3.222,GEOTECWIFI03,f8:1a:67:37:05:b8,-58.0,8.0,4.8,3.6
3.222,eduroam,04:18:d6:82:26:e8,-55.0,8.0,4.8,3.6
3.222,UJI,06:18:d6:82:26:e8,-55.0,8.0,4.8,3.6
3.222,UJI,de:9f:db:1c:63:ed,-63.0,8.0,4.8,3.6
3.222,eduroam,04:18:d6:81:26:e8,-60.0,8.0,4.8,3.6
3.222,eduroam,dc:9f:db:1b:91:6a,-86.0,8.0,4.8,3.6
5.228,eduroam,dc:9f:db:1c:63:ed,-63.0,8.0,4.8,3.6
5.228,UJI,de:9f:db:1b:63:ed,-79.0,8.0,4.8,3.6
5.228,GEOTECWIFI03,f8:1a:67:37:05:b8,-58.0,8.0,4.8,3.6
5.228,eduroam,04:18:d6:82:26:e8,-55.0,8.0,4.8,3.6
5.228,UJI,06:18:d6:82:26:e8,-55.0,8.0,4.8,3.6
5.228,UJI,de:9f:db:1c:63:ed,-63.0,8.0,4.8,3.6
5.228,eduroam,04:18:d6:81:26:e8,-60.0,8.0,4.8,3.6
5.228,eduroam,dc:9f:db:1b:91:6a,-86.0,8.0,4.8,3.6
7.223,eduroam,dc:9f:db:1c:63:ed,-63.0,8.0,4.8,3.6
7.223,UJI,de:9f:db:1b:63:ed,-79.0,8.0,4.8,3.6
7.223,GEOTECWIFI03,f8:1a:67:37:05:b8,-58.0,8.0,4.8,3.6
7.223,eduroam,04:18:d6:82:26:e8,-55.0,8.0,4.8,3.6
7.223,UJI,06:18:d6:82:26:e8,-55.0,8.0,4.8,3.6
7.223,UJI,de:9f:db:1c:63:ed,-63.0,8.0,4.8,3.6
7.223,eduroam,04:18:d6:81:26:e8,-60.0,8.0,4.8,3.6
7.223,eduroam,dc:9f:db:1b:91:6a,-86.0,8.0,4.8,3.6
9.217,eduroam,dc:9f:db:1c:63:ed,-63.0,8.0,4.8,3.6
