AppTimestamp(s),Name_SSID,MAC_BSSID,RSS,Label,Latitude,Longitude
0.421,eduroam,04:18:d6:81:26:e8,-63.0,3.0,3.0,9.0
0.421,GEOTECWIFI03,f8:1a:67:37:05:b8,-64.0,3.0,3.0,9.0
0.421,eduroam,dc:9f:db:1c:63:ed,-66.0,3.0,3.0,9.0
0.421,UJI,de:9f:db:1c:63:ed,-66.0,3.0,3.0,9.0
0.421,UJI,06:18:d6:81:26:e8,-67.0,3.0,3.0,9.0
0.421,UJI,06:18:d6:82:26:e8,-68.0,3.0,3.0,9.0
0.421,eduroam,dc:9f:db:1b:63:ed,-70.0,3.0,3.0,9.0
0.421,eduroam,04:18:d6:82:26:e8,-70.0,3.0,3.0,9.0
0.421,UJI,de:9f:db:1b:63:ed,-71.0,3.0,3.0,9.0
0.421,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-82.0,3.0,3.0,9.0
0.421,UJI,de:9f:db:1b:91:6a,-88.0,3.0,3.0,9.0
0.421,cuatroochenta,34:3a:20:a6:f5:33,-88.0,3.0,3.0,9.0
0.421,,34:3a:20:a6:f5:31,-89.0,3.0,3.0,9.0
0.421,480Invitados,34:3a:20:a6:f5:32,-89.0,3.0,3.0,9.0
2.423,eduroam,04:18:d6:81:26:e8,-63.0,3.0,3.0,9.0
2.423,GEOTECWIFI03,f8:1a:67:37:05:b8,-64.0,3.0,3.0,9.0
2.423,eduroam,dc:9f:db:1c:63:ed,-66.0,3.0,3.0,9.0
2.423,UJI,de:9f:db:1c:63:ed,-66.0,3.0,3.0,9.0
2.423,UJI,06:18:d6:81:26:e8,-67.0,3.0,3.0,9.0
2.423,UJI,06:18:d6:82:26:e8,-68.0,3.0,3.0,9.0
2.423,eduroam,dc:9f:db:1b:63:ed,-70.0,3.0,3.0,9.0
2.423,eduroam,04:18:d6:82:26:e8,-70.0,3.0,3.0,9.0
2.423,UJI,de:9f:db:1b:63:ed,-71.0,3.0,3.0,9.0
2.423,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-82.0,3.0,3.0,9.0
