AppTimestamp(s),Name_SSID,MAC_BSSID,RSS,Label,Latitude,Longitude
1.244,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
1.244,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
1.244,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
1.244,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
1.244,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
1.244,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
1.244,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
3.247,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
3.247,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
3.247,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
3.247,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
3.247,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
3.247,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
3.247,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
5.241,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
5.241,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
5.241,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
5.241,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
5.241,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
5.241,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
5.241,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
7.242,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
7.242,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
7.242,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
7.242,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
7.242,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
7.242,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
7.242,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
9.238,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
9.238,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
9.238,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
9.238,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
9.238,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
9.238,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
9.238,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
11.246,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
11.246,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
11.246,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
11.246,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
11.246,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
11.246,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
11.246,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
13.242,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
13.242,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
13.242,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
13.242,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
13.242,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
13.242,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
13.242,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
15.243,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
15.243,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
15.243,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
15.243,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
15.243,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
15.243,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
15.243,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
17.241,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
17.241,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
17.241,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
17.241,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
17.241,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
17.241,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
17.241,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
