AppTimestamp(s),Name_SSID,MAC_BSSID,RSS,Label,Latitude,Longitude
4.724,cirtesu_5G,fc:34:97:0c:07:ac,-92.0,18.0,9.6,8.4
4.724,eduroam,dc:9f:db:1c:63:ed,-72.0,18.0,9.6,8.4
4.724,eduroam,dc:9f:db:1c:91:6a,-81.0,18.0,9.6,8.4
4.724,UJI,de:9f:db:1b:63:ed,-87.0,18.0,9.6,8.4
4.724,GEOTECWIFI03,f8:1a:67:37:05:b8,-75.0,18.0,9.6,8.4
4.724,eduroam,04:18:d6:82:26:e8,-64.0,18.0,9.6,8.4
4.724,UJI,de:9f:db:1b:91:6a,-83.0,18.0,9.6,8.4
4.724,UJI,06:18:d6:82:26:e8,-66.0,18.0,9.6,8.4
4.724,UJI,de:9f:db:1c:63:ed,-72.0,18.0,9.6,8.4
4.724,480Invitados,34:3a:20:a6:d6:92,-90.0,18.0,9.6,8.4
4.724,,34:3a:20:a6:d6:91,-91.0,18.0,9.6,8.4
4.724,UJI,02:27:22:0b:36:42,-88.0,18.0,9.6,8.4
4.724,UJI,de:9f:db:1c:91:6a,-83.0,18.0,9.6,8.4
4.724,eduroam,04:18:d6:81:26:e8,-67.0,18.0,9.6,8.4
7.239,cirtesu_5G,fc:34:97:0c:07:ac,-92.0,18.0,9.6,8.4
7.239,eduroam,dc:9f:db:1c:63:ed,-72.0,18.0,9.6,8.4
7.239,eduroam,dc:9f:db:1c:91:6a,-81.0,18.0,9.6,8.4
7.239,UJI,de:9f:db:1b:63:ed,-87.0,18.0,9.6,8.4
7.239,GEOTECWIFI03,f8:1a:67:37:05:b8,-75.0,18.0,9.6,8.4
7.239,eduroam,04:18:d6:82:26:e8,-64.0,18.0,9.6,8.4
7.239,UJI,de:9f:db:1b:91:6a,-83.0,18.0,9.6,8.4
7.239,UJI,06:18:d6:82:26:e8,-66.0,18.0,9.6,8.4
7.239,UJI,de:9f:db:1c:63:ed,-72.0,18.0,9.6,8.4
7.239,480Invitados,34:3a:20:a6:d6:92,-90.0,18.0,9.6,8.4
7.239,,34:3a:20:a6:d6:91,-91.0,18.0,9.6,8.4
7.239,UJI,02:27:22:0b:36:42,-88.0,18.0,9.6,8.4
7.239,UJI,de:9f:db:1c:91:6a,-83.0,18.0,9.6,8.4
7.239,eduroam,04:18:d6:81:26:e8,-67.0,18.0,9.6,8.4
9.235,cirtesu_5G,fc:34:97:0c:07:ac,-92.0,18.0,9.6,8.4
9.235,eduroam,dc:9f:db:1c:63:ed,-72.0,18.0,9.6,8.4
9.235,eduroam,dc:9f:db:1c:91:6a,-81.0,18.0,9.6,8.4
9.235,UJI,de:9f:db:1b:63:ed,-87.0,18.0,9.6,8.4
9.235,GEOTECWIFI03,f8:1a:67:37:05:b8,-75.0,18.0,9.6,8.4
9.235,eduroam,04:18:d6:82:26:e8,-64.0,18.0,9.6,8.4
9.235,UJI,de:9f:db:1b:91:6a,-83.0,18.0,9.6,8.4
9.235,UJI,06:18:d6:82:26:e8,-66.0,18.0,9.6,8.4
9.235,UJI,de:9f:db:1c:63:ed,-72.0,18.0,9.6,8.4
9.235,480Invitados,34:3a:20:a6:d6:92,-90.0,18.0,9.6,8.4
9.235,,34:3a:20:a6:d6:91,-91.0,18.0,9.6,8.4
9.235,UJI,02:27:22:0b:36:42,-88.0,18.0,9.6,8.4
9.235,UJI,de:9f:db:1c:91:6a,-83.0,18.0,9.6,8.4
9.235,eduroam,04:18:d6:81:26:e8,-67.0,18.0,9.6,8.4
10.254,cirtesu_5G,fc:34:97:0c:07:ac,-90.0,18.0,9.6,8.4
10.254,eduroam,dc:9f:db:1c:63:ed,-73.0,18.0,9.6,8.4
10.254,UJI,de:9f:db:1b:63:ed,-83.0,18.0,9.6,8.4
10.254,GEOTECWIFI03,f8:1a:67:37:05:b8,-71.0,18.0,9.6,8.4
10.254,eduroam,04:18:d6:82:26:e8,-63.0,18.0,9.6,8.4
10.254,UJI,de:9f:db:1b:91:6a,-75.0,18.0,9.6,8.4
10.254,UJI,06:18:d6:82:26:e8,-65.0,18.0,9.6,8.4
10.254,UJI,de:9f:db:1c:63:ed,-73.0,18.0,9.6,8.4
10.254,,34:3a:20:a6:d6:91,-90.0,18.0,9.6,8.4
10.254,cuatroochenta,34:3a:20:a6:d6:93,-91.0,18.0,9.6,8.4
10.254,UJI,de:9f:db:1c:91:6a,-78.0,18.0,9.6,8.4
10.254,eduroam,04:18:d6:81:26:e8,-66.0,18.0,9.6,8.4
10.254,eduroam,dc:9f:db:1b:91:6a,-75.0,18.0,9.6,8.4
11.241,cirtesu_5G,fc:34:97:0c:07:ac,-90.0,18.0,9.6,8.4
11.241,eduroam,dc:9f:db:1c:63:ed,-73.0,18.0,9.6,8.4
11.241,UJI,de:9f:db:1b:63:ed,-83.0,18.0,9.6,8.4
11.241,GEOTECWIFI03,f8:1a:67:37:05:b8,-71.0,18.0,9.6,8.4
11.241,eduroam,04:18:d6:82:26:e8,-63.0,18.0,9.6,8.4
11.241,UJI,de:9f:db:1b:91:6a,-75.0,18.0,9.6,8.4
11.241,UJI,06:18:d6:82:26:e8,-65.0,18.0,9.6,8.4
11.241,UJI,de:9f:db:1c:63:ed,-73.0,18.0,9.6,8.4
11.241,,34:3a:20:a6:d6:91,-90.0,18.0,9.6,8.4
11.241,cuatroochenta,34:3a:20:a6:d6:93,-91.0,18.0,9.6,8.4
11.241,UJI,de:9f:db:1c:91:6a,-78.0,18.0,9.6,8.4
11.241,eduroam,04:18:d6:81:26:e8,-66.0,18.0,9.6,8.4
11.241,eduroam,dc:9f:db:1b:91:6a,-75.0,18.0,9.6,8.4
13.243,cirtesu_5G,fc:34:97:0c:07:ac,-90.0,18.0,9.6,8.4
13.243,eduroam,dc:9f:db:1c:63:ed,-73.0,18.0,9.6,8.4
13.243,UJI,de:9f:db:1b:63:ed,-83.0,18.0,9.6,8.4
13.243,GEOTECWIFI03,f8:1a:67:37:05:b8,-71.0,18.0,9.6,8.4
13.243,eduroam,04:18:d6:82:26:e8,-63.0,18.0,9.6,8.4
13.243,UJI,de:9f:db:1b:91:6a,-75.0,18.0,9.6,8.4
13.243,UJI,06:18:d6:82:26:e8,-65.0,18.0,9.6,8.4
13.243,UJI,de:9f:db:1c:63:ed,-73.0,18.0,9.6,8.4
13.243,,34:3a:20:a6:d6:91,-90.0,18.0,9.6,8.4
13.243,cuatroochenta,34:3a:20:a6:d6:93,-91.0,18.0,9.6,8.4
13.243,UJI,de:9f:db:1c:91:6a,-78.0,18.0,9.6,8.4
13.243,eduroam,04:18:d6:81:26:e8,-66.0,18.0,9.6,8.4
13.243,eduroam,dc:9f:db:1b:91:6a,-75.0,18.0,9.6,8.4
15.242,cirtesu_5G,fc:34:97:0c:07:ac,-90.0,18.0,9.6,8.4
15.242,eduroam,dc:9f:db:1c:63:ed,-73.0,18.0,9.6,8.4
15.242,UJI,de:9f:db:1b:63:ed,-83.0,18.0,9.6,8.4
