AppTimestamp(s),GEOTECWIFI03,480Invitados,eduroam,wpen-uji,lt1iot,cuatroochenta,UJI,Latitude,Longitude,Label
30.0,0.30232558139534876,0.02325581395348838,0.31426356589147275,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.29767441860465116,0.0,0.6,0.0
35.0,0.3720930232558139,0.02325581395348838,0.33627906976744176,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.32648578811369505,0.0,0.6,0.0
40.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
45.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
50.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
55.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
60.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
65.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
70.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
75.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
80.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
85.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
90.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
95.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
100.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
105.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
110.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
115.0,0.3720930232558139,0.02325581395348838,0.317829457364341,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.31201550387596894,0.0,0.6,0.0
120.0,0.34883720930232553,0.02325581395348838,0.2981912144702842,0.02325581395348838,0.02325581395348838,0.02325581395348838,0.2927648578811369,0.0,0.6,0.0
125.0,0.27906976744186046,0.026744186046511634,0.26524547803617565,0.02325581395348838,0.02325581395348838,0.03023255813953489,0.24857881136950902,0.0,0.6,0.0
130.0,0.23255813953488372,0.039147286821705436,0.29922480620155034,0.02325581395348838,0.02325581395348838,0.05116279069767442,0.2542635658914728,0.0,0.6,0.0
135.0,0.1627906976744186,0.05542635658914728,0.30426356589147285,0.02325581395348838,0.02325581395348838,0.07209302325581395,0.24767441860465114,0.0,0.6,0.0
140.0,0.11627906976744187,0.06627906976744186,0.30762273901808784,0.02325581395348838,0.02325581395348838,0.08604651162790698,0.24328165374677002,0.0,0.6,0.0
145.0,0.04651162790697675,0.08255813953488372,0.31266149870801035,0.02325581395348838,0.02325581395348838,0.10697674418604651,0.2366925064599483,0.0,0.6,0.0
150.0,0.02325581395348838,0.09341085271317828,0.3356589147286822,0.02325581395348838,0.02325581395348838,0.12093023255813955,0.25155038759689924,0.0,0.6,0.0
